,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
9515,INN09516,2,0,0,2,Meal Plan 1,0,Room_Type 1,113,2018,6,17,Online,0,0,0,126.9,0,Canceled
21167,INN21168,2,0,2,0,Meal Plan 1,0,Room_Type 1,18,2018,9,4,Online,0,0,0,122.5,3,Not_Canceled
11327,INN11328,1,0,0,2,Meal Plan 1,0,Room_Type 1,14,2017,10,15,Offline,0,0,0,100.0,0,Not_Canceled
26058,INN26059,2,0,0,2,Meal Plan 1,0,Room_Type 1,60,2018,3,31,Online,0,0,0,90.9,1,Not_Canceled
14252,INN14253,2,2,2,3,Meal Plan 1,0,Room_Type 7,13,2018,10,7,Online,0,0,0,235.94,0,Canceled
24150,INN24151,2,0,2,5,Meal Plan 1,0,Room_Type 1,63,2018,7,23,Online,0,0,0,105.3,0,Canceled
36021,INN36022,2,0,1,3,Meal Plan 1,0,Room_Type 4,83,2018,12,26,Online,0,0,0,105.61,1,Not_Canceled
32624,INN32625,2,0,0,3,Meal Plan 1,0,Room_Type 4,102,2018,5,19,Online,0,0,0,140.4,0,Not_Canceled
29012,INN29013,2,1,2,1,Meal Plan 1,0,Room_Type 1,57,2017,10,10,Online,0,0,0,94.5,2,Not_Canceled
8551,INN08552,2,0,0,3,Meal Plan 1,0,Room_Type 4,137,2018,4,21,Online,0,0,0,105.3,0,Not_Canceled
1101,INN01102,2,0,2,1,Meal Plan 1,0,Room_Type 1,66,2017,7,11,Online,0,0,0,58.9,0,Not_Canceled
18593,INN18594,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120.0,0,Canceled
20891,INN20892,2,0,1,2,Meal Plan 1,0,Room_Type 1,46,2018,9,5,Online,0,0,0,102.0,1,Not_Canceled
21390,INN21391,2,0,0,3,Meal Plan 1,0,Room_Type 1,10,2018,3,17,Online,0,0,0,109.0,0,Canceled
4534,INN04535,2,0,0,1,Meal Plan 1,0,Room_Type 1,72,2018,4,16,Online,0,0,0,105.3,0,Canceled
34942,INN34943,2,0,1,1,Not Selected,0,Room_Type 1,71,2018,4,18,Online,0,0,0,85.5,0,Not_Canceled
10831,INN10832,2,0,0,3,Meal Plan 1,0,Room_Type 2,230,2018,7,26,Online,0,0,0,95.75,1,Canceled
8134,INN08135,2,0,0,3,Meal Plan 1,0,Room_Type 4,174,2018,9,8,Offline,0,0,0,90.95,0,Not_Canceled
26150,INN26151,2,0,0,4,Not Selected,0,Room_Type 1,40,2018,3,23,Online,0,0,0,102.15,1,Canceled
23298,INN23299,2,0,1,1,Not Selected,0,Room_Type 1,54,2018,3,28,Online,0,0,0,80.1,0,Canceled
31731,INN31732,2,0,0,3,Meal Plan 1,0,Room_Type 1,20,2018,11,24,Online,0,0,0,104.0,2,Not_Canceled
4075,INN04076,2,0,1,2,Not Selected,0,Room_Type 1,17,2018,12,9,Online,0,0,0,92.67,0,Not_Canceled
33528,INN33529,2,0,2,0,Not Selected,0,Room_Type 1,4,2018,9,25,Online,0,0,0,160.0,0,Not_Canceled
18937,INN18938,2,0,1,4,Meal Plan 1,0,Room_Type 1,97,2017,7,8,Online,0,0,0,76.5,2,Canceled
29411,INN29412,1,0,0,3,Meal Plan 1,0,Room_Type 1,63,2017,11,10,Online,0,0,0,89.53,1,Canceled
19219,INN19220,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,95.0,0,Not_Canceled
26392,INN26393,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,115.0,1,Canceled
7982,INN07983,2,0,0,1,Meal Plan 1,0,Room_Type 1,70,2017,10,22,Offline,0,0,0,85.0,0,Not_Canceled
23802,INN23803,2,1,0,1,Meal Plan 2,0,Room_Type 1,184,2018,8,17,Online,0,0,0,164.25,1,Canceled
9761,INN09762,2,0,0,2,Meal Plan 1,0,Room_Type 1,181,2018,8,30,Online,0,0,0,96.3,2,Canceled
17469,INN17470,1,0,1,2,Meal Plan 1,0,Room_Type 1,13,2018,5,9,Offline,0,0,0,90.0,0,Not_Canceled
21775,INN21776,2,0,0,2,Meal Plan 1,0,Room_Type 1,70,2018,4,22,Online,0,0,0,105.3,2,Not_Canceled
33470,INN33471,2,0,2,2,Meal Plan 1,0,Room_Type 1,25,2018,12,10,Online,0,0,0,89.89,2,Not_Canceled
18724,INN18725,1,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,Offline,1,1,0,80.0,0,Not_Canceled
20904,INN20905,3,0,1,1,Meal Plan 1,0,Room_Type 1,141,2018,7,16,Online,0,0,0,137.7,1,Not_Canceled
35681,INN35682,1,0,0,1,Meal Plan 1,0,Room_Type 1,30,2018,8,31,Online,0,0,0,94.2,0,Not_Canceled
22435,INN22436,2,0,2,2,Not Selected,0,Room_Type 1,7,2018,12,9,Online,0,0,0,86.78,1,Not_Canceled
8128,INN08129,2,0,0,1,Meal Plan 1,0,Room_Type 2,210,2017,7,30,Online,0,0,0,76.5,0,Canceled
13832,INN13833,2,0,1,4,Meal Plan 1,0,Room_Type 1,124,2018,8,8,Online,0,0,0,114.3,0,Canceled
30915,INN30916,3,0,2,2,Meal Plan 1,0,Room_Type 4,45,2018,3,19,Online,0,0,0,124.1,1,Canceled
13383,INN13384,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,Canceled
23093,INN23094,1,0,0,1,Not Selected,0,Room_Type 1,37,2018,5,13,Online,0,0,0,116.1,0,Not_Canceled
17045,INN17046,1,0,1,0,Meal Plan 1,0,Room_Type 1,76,2018,10,10,Offline,0,0,0,120.0,0,Canceled
27315,INN27316,2,0,0,1,Meal Plan 1,0,Room_Type 4,61,2018,5,28,Online,0,0,0,140.4,0,Canceled
7313,INN07314,1,0,0,3,Not Selected,0,Room_Type 1,110,2018,11,2,Online,0,0,0,85.87,1,Not_Canceled
17604,INN17605,2,0,1,2,Meal Plan 1,0,Room_Type 1,93,2018,10,31,Online,0,0,0,90.3,2,Canceled
13337,INN13338,2,0,0,1,Not Selected,0,Room_Type 1,30,2018,10,6,Online,0,0,0,97.02,0,Canceled
29008,INN29009,2,0,1,0,Not Selected,0,Room_Type 1,33,2018,6,27,Online,0,0,0,89.1,1,Not_Canceled
21596,INN21597,2,0,0,2,Meal Plan 1,1,Room_Type 1,30,2018,11,25,Offline,0,0,0,81.0,0,Not_Canceled
31018,INN31019,2,0,0,3,Meal Plan 1,0,Room_Type 1,47,2018,3,30,Online,0,0,0,73.08,3,Not_Canceled
22443,INN22444,2,0,0,1,Meal Plan 1,0,Room_Type 4,146,2018,7,8,Online,0,0,0,127.8,2,Not_Canceled
30267,INN30268,2,0,2,1,Meal Plan 2,0,Room_Type 1,110,2017,7,25,Offline,0,0,0,94.5,0,Canceled
24749,INN24750,2,2,0,0,Meal Plan 1,0,Room_Type 6,21,2018,2,15,Online,0,0,0,0.0,1,Not_Canceled
8703,INN08704,2,0,1,3,Meal Plan 1,0,Room_Type 4,10,2017,10,22,Offline,0,0,0,63.75,0,Not_Canceled
715,INN00716,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2017,8,9,Online,0,0,0,105.0,0,Not_Canceled
30345,INN30346,2,0,0,3,Meal Plan 1,0,Room_Type 1,101,2018,5,5,Online,0,0,0,126.9,1,Not_Canceled
2613,INN02614,1,0,0,3,Meal Plan 1,0,Room_Type 4,133,2018,5,17,Online,0,0,0,114.3,0,Not_Canceled
24838,INN24839,1,0,0,1,Meal Plan 1,0,Room_Type 4,0,2018,5,20,Online,0,0,0,176.0,0,Not_Canceled
19075,INN19076,1,0,2,5,Meal Plan 2,0,Room_Type 1,125,2018,7,18,Offline,0,0,0,68.0,0,Not_Canceled
3054,INN03055,2,0,2,1,Meal Plan 1,0,Room_Type 1,24,2018,9,18,Online,0,0,0,149.0,2,Not_Canceled
11770,INN11771,2,0,1,3,Meal Plan 1,0,Room_Type 1,206,2018,8,29,Online,0,0,0,90.95,0,Canceled
35540,INN35541,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,2,16,Online,0,0,0,85.0,0,Not_Canceled
32804,INN32805,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,7,31,Corporate,1,3,40,65.0,2,Not_Canceled
19804,INN19805,2,0,0,3,Meal Plan 1,0,Room_Type 1,17,2017,10,20,Online,0,0,0,82.08,0,Not_Canceled
10218,INN10219,1,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Online,0,0,0,0.0,0,Not_Canceled
8753,INN08754,2,0,1,4,Meal Plan 1,0,Room_Type 1,275,2018,10,5,Offline,0,0,0,90.0,0,Canceled
4477,INN04478,3,0,2,1,Meal Plan 1,0,Room_Type 4,91,2018,8,6,Online,0,0,0,152.1,0,Not_Canceled
1697,INN01698,3,0,1,0,Meal Plan 1,0,Room_Type 5,0,2018,8,8,Corporate,0,0,0,188.0,0,Not_Canceled
30738,INN30739,2,0,2,3,Not Selected,0,Room_Type 1,13,2018,8,26,Online,0,0,0,122.0,0,Canceled
22363,INN22364,3,0,2,3,Meal Plan 1,0,Room_Type 4,162,2018,7,29,Online,0,0,0,130.05,1,Canceled
2369,INN02370,3,0,1,1,Meal Plan 1,0,Room_Type 4,72,2018,8,29,Online,0,0,0,159.3,0,Canceled
3645,INN03646,2,0,1,1,Meal Plan 1,0,Room_Type 4,196,2018,10,8,Online,0,0,0,122.4,0,Canceled
10041,INN10042,1,9,2,1,Meal Plan 1,0,Room_Type 1,11,2017,10,11,Corporate,0,0,0,95.0,0,Not_Canceled
22714,INN22715,2,1,1,1,Meal Plan 1,0,Room_Type 1,152,2018,7,11,Online,0,0,0,119.0,2,Canceled
31064,INN31065,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,Canceled
6179,INN06180,3,0,1,3,Meal Plan 1,0,Room_Type 4,6,2018,2,25,Online,0,0,0,130.0,2,Not_Canceled
17998,INN17999,2,0,0,1,Meal Plan 1,1,Room_Type 1,0,2018,1,30,Complementary,1,0,2,0.0,0,Not_Canceled
18983,INN18984,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Offline,0,0,0,100.0,0,Canceled
8324,INN08325,2,0,0,1,Not Selected,0,Room_Type 1,33,2018,6,9,Online,0,0,0,98.1,0,Canceled
29134,INN29135,2,0,2,5,Meal Plan 1,0,Room_Type 1,179,2018,9,12,Offline,0,0,0,80.75,0,Not_Canceled
31024,INN31025,2,0,1,3,Meal Plan 1,0,Room_Type 4,4,2018,6,20,Offline,0,0,0,107.0,0,Not_Canceled
9660,INN09661,1,0,0,2,Meal Plan 1,0,Room_Type 1,12,2018,12,8,Corporate,1,0,7,67.0,1,Not_Canceled
29938,INN29939,2,0,1,0,Meal Plan 1,0,Room_Type 1,20,2018,8,29,Offline,0,0,0,85.0,1,Not_Canceled
6899,INN06900,2,0,0,3,Meal Plan 1,0,Room_Type 4,91,2018,10,20,Online,0,0,0,132.3,2,Canceled
12829,INN12830,2,0,1,3,Not Selected,0,Room_Type 1,240,2018,10,27,Online,0,0,0,80.75,0,Canceled
1537,INN01538,2,0,1,3,Meal Plan 1,0,Room_Type 1,63,2018,5,16,Online,0,0,0,92.28,1,Not_Canceled
21367,INN21368,2,0,1,4,Meal Plan 1,0,Room_Type 4,96,2018,10,19,Online,0,0,0,132.3,2,Not_Canceled
26188,INN26189,1,0,0,3,Meal Plan 1,0,Room_Type 1,12,2017,8,5,Corporate,0,0,0,60.0,0,Not_Canceled
35446,INN35447,2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Offline,0,0,0,120.0,0,Canceled
24773,INN24774,1,0,0,2,Meal Plan 2,0,Room_Type 1,286,2018,9,16,Offline,0,0,0,91.0,0,Not_Canceled
33922,INN33923,1,0,1,1,Meal Plan 1,0,Room_Type 1,85,2018,12,3,Online,0,0,0,98.0,0,Not_Canceled
28363,INN28364,1,0,1,0,Meal Plan 1,0,Room_Type 1,3,2017,10,12,Corporate,0,0,0,65.0,0,Canceled
30431,INN30432,2,0,1,2,Not Selected,0,Room_Type 1,78,2018,7,4,Online,0,0,0,107.1,0,Canceled
2985,INN02986,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled
3504,INN03505,1,0,0,1,Meal Plan 1,0,Room_Type 1,119,2018,6,7,Offline,0,0,0,110.0,0,Not_Canceled
28386,INN28387,1,0,1,4,Meal Plan 1,0,Room_Type 1,209,2017,7,29,Online,0,0,0,55.96,0,Canceled
33637,INN33638,3,0,1,2,Meal Plan 1,0,Room_Type 4,127,2018,6,20,Online,0,0,0,152.4,0,Not_Canceled
24284,INN24285,2,0,1,2,Not Selected,0,Room_Type 1,57,2018,11,11,Online,0,0,0,64.37,1,Not_Canceled
32672,INN32673,2,0,2,1,Meal Plan 1,0,Room_Type 4,80,2018,5,21,Online,0,0,0,140.4,0,Canceled
21615,INN21616,2,2,1,3,Meal Plan 1,0,Room_Type 6,38,2018,5,16,Online,0,0,0,198.9,0,Canceled
19646,INN19647,2,0,0,3,Meal Plan 2,0,Room_Type 1,190,2018,9,8,Online,0,0,0,165.6,0,Canceled
14273,INN14274,2,0,0,4,Meal Plan 2,0,Room_Type 1,323,2018,5,17,Offline,0,0,0,112.0,1,Canceled
17536,INN17537,2,0,2,6,Meal Plan 1,0,Room_Type 1,171,2018,7,22,Offline,0,0,0,81.25,2,Canceled
19565,INN19566,2,0,1,0,Not Selected,0,Room_Type 1,0,2018,5,9,Online,0,0,0,89.0,0,Not_Canceled
5719,INN05720,2,0,0,4,Meal Plan 1,0,Room_Type 4,16,2018,6,1,Online,0,0,0,135.8,0,Not_Canceled
20594,INN20595,2,0,1,2,Meal Plan 1,0,Room_Type 1,186,2018,4,22,Offline,0,0,0,80.0,0,Not_Canceled
4426,INN04427,3,0,2,2,Meal Plan 1,0,Room_Type 4,57,2018,5,22,Online,0,0,0,159.3,2,Not_Canceled
5492,INN05493,2,0,1,3,Meal Plan 1,0,Room_Type 1,14,2018,5,30,Offline,0,0,0,80.75,0,Not_Canceled
4913,INN04914,2,0,0,1,Not Selected,0,Room_Type 1,20,2018,11,4,Online,0,0,0,100.0,0,Canceled
33855,INN33856,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,87.0,0,Not_Canceled
17957,INN17958,2,0,2,1,Meal Plan 1,0,Room_Type 4,139,2018,5,21,Online,0,0,0,124.5,1,Canceled
34201,INN34202,2,0,2,1,Meal Plan 1,0,Room_Type 4,5,2018,12,10,Online,0,0,0,125.33,1,Not_Canceled
31918,INN31919,2,0,1,0,Not Selected,0,Room_Type 1,29,2018,5,29,Online,0,0,0,109.0,2,Not_Canceled
26706,INN26707,2,0,0,1,Meal Plan 1,0,Room_Type 4,2,2018,4,21,Corporate,0,0,0,99.0,0,Canceled
19970,INN19971,1,0,0,1,Meal Plan 1,0,Room_Type 1,38,2018,2,25,Corporate,0,0,0,79.0,0,Canceled
9171,INN09172,1,0,1,2,Meal Plan 1,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,76.67,0,Not_Canceled
1581,INN01582,2,0,2,1,Meal Plan 1,0,Room_Type 1,221,2017,10,10,Offline,0,0,0,65.0,0,Not_Canceled
17508,INN17509,1,0,0,2,Meal Plan 1,0,Room_Type 1,12,2018,6,14,Corporate,1,0,9,65.0,0,Not_Canceled
23030,INN23031,3,0,0,2,Meal Plan 1,1,Room_Type 4,17,2018,5,31,Online,0,0,0,166.0,2,Not_Canceled
15101,INN15102,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0,Canceled
23592,INN23593,2,0,1,2,Meal Plan 1,0,Room_Type 1,94,2018,11,4,Online,0,0,0,90.0,0,Canceled
26839,INN26840,2,0,1,2,Meal Plan 1,0,Room_Type 1,135,2017,9,14,Offline,0,0,0,90.0,0,Not_Canceled
34517,INN34518,2,0,0,3,Meal Plan 1,0,Room_Type 1,177,2018,6,30,Offline,0,0,0,72.25,1,Not_Canceled
3193,INN03194,3,0,1,2,Meal Plan 1,0,Room_Type 4,54,2018,6,17,Online,0,0,0,159.3,2,Not_Canceled
15026,INN15027,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75.0,0,Not_Canceled
5169,INN05170,2,0,0,3,Meal Plan 1,0,Room_Type 1,98,2017,12,29,Offline,0,0,0,59.5,2,Not_Canceled
12112,INN12113,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,71.0,0,Not_Canceled
23628,INN23629,1,0,0,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,80.0,0,Not_Canceled
10990,INN10991,1,0,0,2,Meal Plan 1,0,Room_Type 1,64,2018,5,17,Corporate,0,0,0,130.0,0,Not_Canceled
10073,INN10074,2,0,2,3,Meal Plan 1,0,Room_Type 1,183,2018,5,6,Online,0,0,0,100.3,1,Canceled
22034,INN22035,1,0,2,3,Meal Plan 1,0,Room_Type 4,23,2018,4,9,Online,0,0,0,129.2,0,Canceled
31752,INN31753,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,95.0,0,Not_Canceled
14676,INN14677,2,0,1,2,Meal Plan 2,0,Room_Type 1,315,2018,9,30,Offline,0,0,0,160.0,0,Canceled
11534,INN11535,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled
15385,INN15386,2,0,0,3,Meal Plan 1,0,Room_Type 1,62,2018,6,9,Online,0,0,0,117.9,0,Not_Canceled
8896,INN08897,2,2,1,1,Meal Plan 1,0,Room_Type 6,39,2018,4,11,Online,0,0,0,177.3,2,Not_Canceled
10541,INN10542,2,1,1,2,Meal Plan 1,0,Room_Type 4,109,2018,8,5,Online,0,0,0,143.7,1,Not_Canceled
15208,INN15209,2,0,2,2,Meal Plan 2,0,Room_Type 1,169,2018,4,22,Offline,0,0,0,106.0,0,Canceled
25316,INN25317,2,0,2,1,Meal Plan 1,0,Room_Type 1,124,2018,10,9,Online,0,0,0,118.8,2,Not_Canceled
14645,INN14646,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,8,11,Online,0,0,0,95.0,2,Not_Canceled
3027,INN03028,2,0,0,1,Meal Plan 2,0,Room_Type 1,35,2018,12,28,Online,0,0,0,183.0,1,Not_Canceled
33793,INN33794,2,0,2,3,Not Selected,0,Room_Type 1,200,2018,12,1,Offline,0,0,0,51.0,0,Not_Canceled
30455,INN30456,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,5,6,Online,0,0,0,80.0,0,Not_Canceled
26171,INN26172,1,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,2,19,Corporate,0,0,0,81.0,0,Not_Canceled
14630,INN14631,2,0,1,2,Meal Plan 1,0,Room_Type 1,249,2018,10,28,Online,0,0,0,96.3,0,Canceled
23735,INN23736,2,0,0,2,Not Selected,0,Room_Type 1,62,2018,3,11,Online,0,0,0,67.5,0,Not_Canceled
6565,INN06566,2,0,1,3,Meal Plan 1,0,Room_Type 1,5,2017,12,14,Offline,0,0,0,58.0,0,Not_Canceled
23004,INN23005,2,0,1,0,Meal Plan 1,0,Room_Type 1,5,2018,11,14,Online,0,0,0,88.8,0,Not_Canceled
22987,INN22988,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
9577,INN09578,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,2018,2,26,Online,0,0,0,85.0,0,Canceled
21131,INN21132,1,0,0,3,Meal Plan 1,0,Room_Type 1,14,2017,9,15,Online,0,0,0,114.0,1,Not_Canceled
22881,INN22882,2,0,0,1,Meal Plan 1,0,Room_Type 7,9,2018,12,10,Complementary,1,4,19,0.0,1,Not_Canceled
14605,INN14606,2,0,1,1,Meal Plan 1,0,Room_Type 1,66,2018,4,23,Online,0,0,0,105.3,0,Canceled
17424,INN17425,3,0,1,3,Meal Plan 1,0,Room_Type 4,12,2018,6,27,Online,0,0,0,131.0,0,Not_Canceled
23510,INN23511,0,2,0,4,Meal Plan 1,0,Room_Type 2,215,2018,11,30,Online,0,0,0,67.26,0,Canceled
4288,INN04289,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Online,0,0,0,110.0,0,Canceled
21411,INN21412,2,0,1,0,Not Selected,0,Room_Type 1,3,2018,4,17,Online,0,0,0,89.0,0,Not_Canceled
32626,INN32627,1,0,0,3,Meal Plan 1,0,Room_Type 1,22,2018,12,8,Complementary,0,0,0,0.0,1,Not_Canceled
30160,INN30161,1,0,1,2,Meal Plan 1,0,Room_Type 4,205,2018,10,28,Online,0,0,0,109.8,3,Not_Canceled
427,INN00428,2,0,2,3,Meal Plan 1,0,Room_Type 1,120,2018,4,8,Online,0,0,0,90.95,0,Canceled
4654,INN04655,3,0,0,4,Meal Plan 1,0,Room_Type 4,46,2018,11,2,Online,0,0,0,122.4,2,Not_Canceled
13168,INN13169,2,0,0,3,Meal Plan 1,0,Room_Type 2,87,2017,12,29,Online,0,0,0,95.7,1,Not_Canceled
13207,INN13208,2,0,1,1,Not Selected,0,Room_Type 1,268,2018,10,1,Online,0,0,0,95.4,0,Canceled
9169,INN09170,2,0,0,5,Not Selected,0,Room_Type 1,104,2018,11,1,Online,0,0,0,79.2,0,Canceled
33875,INN33876,2,0,0,1,Meal Plan 1,0,Room_Type 1,11,2018,12,16,Online,0,0,0,104.0,1,Not_Canceled
22019,INN22020,2,0,0,1,Meal Plan 1,0,Room_Type 1,11,2017,8,29,Online,0,0,0,90.0,2,Not_Canceled
11170,INN11171,2,0,1,3,Meal Plan 2,0,Room_Type 1,61,2018,11,21,Online,0,0,0,120.7,1,Not_Canceled
22308,INN22309,1,0,1,0,Not Selected,0,Room_Type 1,131,2018,10,10,Online,0,0,0,108.0,0,Canceled
32373,INN32374,1,0,0,3,Meal Plan 1,1,Room_Type 1,6,2018,5,31,Corporate,1,0,4,69.0,1,Not_Canceled
24946,INN24947,1,0,1,0,Meal Plan 1,0,Room_Type 1,5,2017,11,8,Corporate,1,0,1,65.0,0,Not_Canceled
716,INN00717,2,0,2,0,Not Selected,1,Room_Type 1,37,2018,2,14,Online,0,0,0,78.5,1,Not_Canceled
19681,INN19682,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Offline,0,0,0,130.0,0,Canceled
28080,INN28081,2,0,1,1,Not Selected,0,Room_Type 1,102,2018,8,6,Offline,0,0,0,63.75,0,Not_Canceled
10334,INN10335,2,0,2,1,Meal Plan 2,0,Room_Type 1,124,2017,8,8,Offline,0,0,0,94.5,0,Canceled
18803,INN18804,3,0,2,2,Meal Plan 1,0,Room_Type 4,12,2018,6,19,Online,0,0,0,177.0,2,Not_Canceled
27391,INN27392,2,2,0,4,Meal Plan 1,0,Room_Type 6,32,2018,6,8,Online,0,0,0,191.7,0,Canceled
6140,INN06141,1,0,0,2,Meal Plan 1,0,Room_Type 1,91,2018,9,14,Corporate,1,1,9,65.0,0,Not_Canceled
20764,INN20765,2,0,0,0,Meal Plan 1,0,Room_Type 1,65,2018,3,23,Online,0,0,0,0.0,0,Not_Canceled
375,INN00376,2,0,0,3,Meal Plan 1,0,Room_Type 1,50,2018,10,4,Online,0,0,0,118.8,1,Not_Canceled
13869,INN13870,2,0,1,2,Meal Plan 1,0,Room_Type 4,95,2018,11,7,Online,0,0,0,185.4,1,Not_Canceled
25540,INN25541,1,0,0,3,Meal Plan 1,0,Room_Type 1,101,2018,10,13,Offline,0,0,0,80.0,0,Not_Canceled
32521,INN32522,2,0,1,2,Meal Plan 1,0,Room_Type 1,141,2018,6,3,Offline,0,0,0,75.0,0,Canceled
11810,INN11811,2,0,0,3,Meal Plan 1,0,Room_Type 1,163,2018,9,8,Offline,0,0,0,110.0,0,Canceled
28911,INN28912,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,Offline,0,0,0,80.0,0,Canceled
23487,INN23488,2,0,2,2,Meal Plan 1,0,Room_Type 4,10,2018,3,26,Online,0,0,0,148.5,0,Canceled
23438,INN23439,1,0,0,4,Meal Plan 1,0,Room_Type 1,0,2018,7,6,Online,0,0,0,147.5,1,Not_Canceled
3715,INN03716,2,0,0,1,Meal Plan 1,0,Room_Type 1,113,2018,11,11,Offline,0,0,0,90.0,0,Not_Canceled
2653,INN02654,2,0,3,7,Meal Plan 1,0,Room_Type 1,200,2018,7,15,Online,0,0,0,90.95,1,Canceled
31885,INN31886,2,0,0,2,Meal Plan 1,0,Room_Type 1,126,2018,9,6,Offline,0,0,0,89.24,0,Not_Canceled
32825,INN32826,2,0,0,3,Not Selected,0,Room_Type 1,53,2018,2,24,Online,0,0,0,67.5,0,Canceled
23300,INN23301,2,0,1,1,Meal Plan 1,1,Room_Type 4,4,2018,6,18,Online,0,0,0,160.5,1,Not_Canceled
26349,INN26350,2,0,1,3,Meal Plan 1,0,Room_Type 1,1,2018,9,22,Offline,0,0,0,176.0,0,Not_Canceled
24452,INN24453,2,2,1,0,Meal Plan 1,0,Room_Type 6,9,2018,8,1,Online,0,0,0,201.0,3,Not_Canceled
671,INN00672,2,0,1,1,Not Selected,0,Room_Type 1,49,2018,7,9,Online,0,0,0,105.3,0,Canceled
26816,INN26817,2,0,2,1,Meal Plan 1,0,Room_Type 1,115,2018,7,31,Offline,0,0,0,72.25,0,Canceled
34468,INN34469,2,0,1,2,Meal Plan 1,0,Room_Type 4,189,2018,10,28,Online,0,0,0,109.8,0,Canceled
6836,INN06837,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0,Not_Canceled
19729,INN19730,2,0,1,1,Meal Plan 1,0,Room_Type 1,97,2018,5,16,Offline,0,0,0,80.75,0,Not_Canceled
21930,INN21931,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115.0,0,Canceled
24208,INN24209,2,0,0,2,Not Selected,0,Room_Type 1,7,2018,4,22,Online,0,0,0,119.0,1,Canceled
6676,INN06677,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,9,15,Online,0,0,0,159.0,0,Not_Canceled
11846,INN11847,2,1,0,4,Meal Plan 1,0,Room_Type 1,106,2018,7,13,Offline,0,0,0,84.58,2,Not_Canceled
8826,INN08827,2,1,0,1,Meal Plan 2,1,Room_Type 1,14,2018,3,24,Online,0,0,0,215.5,2,Not_Canceled
35048,INN35049,2,0,0,2,Meal Plan 2,0,Room_Type 1,14,2017,9,17,Offline,0,0,0,82.0,0,Not_Canceled
25507,INN25508,2,0,0,2,Meal Plan 1,0,Room_Type 1,24,2017,9,3,Online,0,0,0,80.85,1,Not_Canceled
13807,INN13808,2,0,0,3,Meal Plan 1,0,Room_Type 4,10,2018,9,29,Online,0,0,0,152.53,0,Not_Canceled
7672,INN07673,2,0,1,2,Meal Plan 1,0,Room_Type 1,20,2017,9,14,Online,0,0,0,105.0,1,Not_Canceled
23400,INN23401,2,0,1,0,Not Selected,0,Room_Type 1,54,2018,12,5,Online,0,0,0,79.2,2,Not_Canceled
21800,INN21801,2,0,2,3,Meal Plan 1,0,Room_Type 1,9,2018,1,24,Offline,0,0,0,66.0,0,Not_Canceled
21612,INN21613,2,0,2,2,Meal Plan 1,0,Room_Type 4,5,2017,11,1,Online,0,0,0,105.0,0,Not_Canceled
